AREAKEY,STATE,Xcoord1,Ycoord1,Xcoord2,Ycoord2
05099,05,335055.3031084696,1317481.8444398134,228215.9316652497,1152471.055166987
05101,05,349806.2479786729,1124146.765392706,174995.12038694683,1481309.3675749935
05103,05,381181.97646334197,1379817.6910309417,523220.07582998916,1409709.8111588084
05105,05,284498.06920437794,1175883.3246870937,146298.30991691098,1268520.2021633561
05107,05,443627.6435013501,1207768.1196547784,241272.55509837889,1206696.1969408628
05109,05,277927.74709718965,1443373.428881991,396465.4743383102,1198852.2704650895
05111,05,498090.0434105049,1387331.296389042,426935.0061884246,1398819.8034472
05113,05,365446.01873958093,1229059.423353099,227148.05607425034,1242917.3314945446
05115,05,536380.9445538459,1418922.9180706795,176915.90878295,1279517.6810106225
05117,05,482074.8845364446,1292321.9549522672,550642.4896402451,1449075.1667078354
05119,05,301380.6480905352,1445383.622906049,346885.40515884163,1477709.966565669
05121,05,162700.6785088996,1427301.0557520913,396435.1890276575,1334192.344360219
05123,05,455614.38910439756,1359720.400870192,316347.3809291333,1382419.1190265901
05125,05,171917.14728860624,1322533.5465730394,490135.0305578548,1455044.3666535153
05127,05,291285.04770330084,1132733.473662962,241227.62036307435,1387252.9541091612
05129,05,500908.1685370178,1495151.3823974277,330720.8366864761,1454571.0822039004
05131,05,368742.61271867354,1381637.0515877935,246302.13304773913,1192669.8142197782
05133,05,206761.79012964526,1197878.831806449,289861.3831320755,1477538.6299388611
05135,05,303010.28469959856,1112206.955696873,467811.9635758868,1490398.1131420543
05137,05,244547.5277133434,1172875.1136571092,489946.06772928353,1439108.377850191
05139,05,242950.05381423535,1173505.7590943289,260332.917867951,1488634.3274919633
05141,05,156046.32047268513,1227001.8880888943,236356.98156124103,1276304.3534722088
05143,05,457918.7902138259,1406799.3305982298,158837.02534284772,1285367.8868540141
05145,05,233678.25800199364,1409577.4287925886,275607.40401667124,1418235.6062865222
05147,05,398544.78347563354,1456182.909673965,346007.94309315586,1464089.1878018316
05149,05,284626.9817660772,1128352.83110843,495793.91426693817,1355757.4612945858
06001,06,-2087180.9812547488,2277106.111001331,-2023467.0166315862,2183180.6187522095
06003,06,-2300855.623112334,2335592.834668453,-2142554.488484074,1571429.4969978454
06005,06,-1873701.1897825487,1426154.1777293056,-2020257.0721065032,2232319.130402172
06007,06,-2136020.457964526,1584458.1304035464,-1908099.093076821,1396782.3626365354
06009,06,-1942537.0815323303,1500904.8033075333,-2149363.183866599,2132463.933420686
06011,06,-2136656.1267179796,1908851.3772568898,-1865376.764540138,1355448.7735061029
06013,06,-2057955.539684572,1491642.4930616852,-1923224.7863438854,1850066.8725488428
06015,06,-1743034.0600321603,1272463.8310594908,-2119294.336044292,1969083.5888296403
06017,06,-1921156.2584094424,1366727.9162562746,-2061247.3317285292,2085060.819384812
06019,06,-2018338.51201136,1762627.8300285328,-2101958.896377312,1592417.971082737
06021,06,-2103135.110390188,2029102.9322755123,-2049280.488605161,2177896.8675887366
06023,06,-1923743.6363142887,1692701.3177590678,-1781776.152590426,1552154.9997539893
06025,06,-1922444.5922597698,1714495.8934251848,-2281566.055655647,2322921.934647603
06027,06,-2199539.0425389376,2006381.9241452613,-2187514.934082683,2213979.184802033
06029,06,-2082462.8763292166,1621338.2759128595,-2316255.678432101,1958775.515521708
06031,06,-2209360.288945612,2186655.1372117903,-2012273.470787243,1709378.5489673568
06033,06,-2063088.0717621536,2068016.8609323364,-2141489.531657871,1866772.7528499798
06035,06,-2213704.4662531596,1863363.462489782,-2027890.101987908,1946476.7029546346
06037,06,-2073739.5010978468,2201160.502078237,-1896724.269168283,1306592.7754319638
06039,06,-2115280.6338262283,1879371.6132055079,-1774047.1365351349,1488847.2498741627
06041,06,-1763013.7770350063,1614038.7720918446,-2342334.8824410755,2253915.413270278
06043,06,-2063512.747766618,1544954.6318719124,-2088234.888710091,2379390.5846289257
06045,06,-2174533.391804472,2346277.7023337088,-1741859.7960856943,1367299.124615087
06047,06,-2266384.004390544,1785358.916307319,-1994836.0389442816,1399812.2766188653
06049,06,-1906679.1119866706,1526439.9562130873,-1794337.7497826517,1570777.6224269138
06051,06,-2251760.9794807006,1889993.5748457294,-2154185.198031594,1948625.3912263685
06053,06,-2246490.34443069,2360837.4361782507,-2211953.420618644,1886169.02399409
06055,06,-2098392.0350872367,1479169.633824878,-2213015.7659526165,2229093.0936775026
06057,06,-2008354.0941328707,2303976.228679499,-2005359.9738117107,2160389.5668436196
06059,06,-2084597.710049843,2242380.4315336365,-1994172.9153431167,2223697.682537047
06061,06,-2297334.673626262,2116197.947645108,-2039379.913387193,1816308.3319106118
06063,06,-1847695.1470575077,1644173.5496684401,-2224997.2483610464,2159072.534710505
06065,06,-1803354.1762638367,1271386.9608707298,-2218218.910731169,1972836.7400212004
06067,06,-2015551.4420224389,2209659.026087942,-1778512.0257527484,1634350.2759503275
06069,06,-2186849.236379826,1942210.1579558253,-1824125.6052690232,1604875.970397912
06071,06,-1921518.6414598164,1807201.2639132407,-2203011.809222296,1865254.8277159915
06073,06,-1832952.4857944208,1365800.6097956097,-2206930.5138735413,1603483.1021272065
06075,06,-2040629.3452154454,1554449.93253689,-2095376.7994614593,2353517.2718652664
06077,06,-2197517.7487463923,1976124.2678643004,-1895633.2706205822,1676626.6096377056
06079,06,-2138674.0932179345,1510795.0773242111,-2288831.011736967,1978814.0343198855
06081,06,-1669050.7532814415,1453915.4049113237,-2295903.467021705,2177234.1110138707
06083,06,-2061455.344653676,1813957.695998649,-1895364.1407919205,1772272.168148662
06085,06,-2011832.705026609,1702314.0416576948,-1910366.7456063128,1333856.1427383234
06087,06,-1949995.421190438,1688397.3781820983,-2077444.5898956978,1436649.4940115493
06089,06,-1861566.9363146375,1359965.3508213728,-2147800.7190474384,1751545.764720307
06091,06,-1939033.6729508308,1471721.1063976998,-2028521.4240777818,1629444.0503661549
06093,06,-1802848.646593811,1494436.1057380857,-2126117.056693771,2252135.2550074523
06095,06,-2292839.058041425,1899360.1752886116,-2013948.8183819659,1845932.5598923513
06097,06,-1999123.1851567412,2180831.4880014863,-2131855.637211849,1803378.6571330694
06099,06,-2219477.8562465855,2034934.68626729,-2112407.4370166594,1701641.797179279
06101,06,-2242985.0999867017,1962681.6894415584,-2014001.1562548024,2204719.156998686
06103,06,-2076988.6814833703,1963382.4186057947,-1940451.7487316006,1721778.2761423667
06105,06,-2079342.935541307,2389897.805777368,-2249080.501122382,2080994.7763020261
06107,06,-2287946.2727387566,2286634.887689601,-2220001.6788829975,1893456.685887728
06109,06,-2034684.0564682374,1501046.1562426698,-2220668.388028638,2403154.5354233547
06111,06,-2167788.040458938,2099163.0344461016,-1796477.6650466663,1584988.073155615
06113,06,-1686139.9494480146,1446288.4653522659,-2013493.4695115648,1439516.422816855
06115,06,-1857997.2112294668,1688414.3508772287,-1752218.217902217,1488263.2193077488
08001,08,-845372.9955896342,1858682.979242731,-1088524.7154063757,1730210.336646839
08003,08,-943570.6652291111,1791291.5472813463,-941815.7880323273,1957408.9496238995
08005,08,-552099.427151195,2014903.2295800708,-806096.431969184,1928246.078504488
08007,08,-732517.3076692224,1893942.0506615185,-507875.6823906769,1981126.1741533275
08009,08,-773999.965017084,1616867.6142733817,-806209.9338953327,1712967.6651772796
08011,08,-743917.7378071933,1774133.872991072,-1055640.4374367693,1765773.3104895316
08013,08,-626102.8142009622,1677809.0163596456,-1105975.6641014447,1692252.6073471156
08015,08,-851196.800573105,1880250.233530486,-518030.11857789545,1923991.7882214342
08017,08,-844007.4598284606,1681812.5075815916,-668930.6093146119,1873419.8865150688
08019,08,-1061592.2222603178,1669689.8745168247,-639804.2621869962,1815320.737436716
08021,08,-1064331.2514816565,1657592.0600358048,-971698.2109066409,1783057.1648341713
08023,08,-607795.344632472,1763274.0865983786,-949540.5009305414,2034155.7474456439
08025,08,-633791.876171509,1951491.821902819,-758565.5193005856,1945789.4351050043
08027,08,-1031873.9828159452,1882096.253833351,-925011.7372426947,1752508.4919720101
08029,08,-794704.150790106,1623281.0388010317,-1016323.4154155925,1708878.1012566334
08031,08,-966286.1371832567,1949539.004372969,-945603.2394912143,1767089.417859274
08033,08,-548556.7496156553,1673152.3151947767,-1071677.5725359886,1991715.0083684877
08035,08,-935881.5549269104,1718859.7052458473,-1003319.1246659958,1989248.6320109263
08037,08,-839224.1527972817,1926727.4193466436,-878278.5006681352,1637014.6444790943
08039,08,-734573.8598914089,1971785.8576472853,-1020262.856202756,1784504.0711514172
08041,08,-1065363.9221566329,1934607.2881273082,-806204.2941759471,1941320.8663989855
08043,08,-920250.3626502577,1642133.804479009,-881869.5482775953,1902964.4229519651
08045,08,-530517.2712917258,1661486.104120113,-750290.9475339097,1968906.6639369857
08047,08,-1068273.107423197,1995104.416752946,-843628.4376986893,1997821.3672806106
08049,08,-807309.0176798727,2007606.3214486015,-687567.9189076913,1636478.2104973635
08051,08,-513429.30660321447,2002268.088956989,-835801.866366681,1741039.5765594551
08053,08,-540058.8394748708,1583192.388742704,-539412.906077908,2006627.435603056
08055,08,-1031985.43356141,2050997.9193570758,-590408.9676152145,1762785.8787015053
08057,08,-1057694.2381176422,1768751.4303273398,-904022.9393613904,1964304.5465593676
08059,08,-541641.7509800962,1716806.81757172,-902671.9777343629,1992917.8530940907
08061,08,-913594.1808607057,1988434.9248231244,-577677.0067636451,1910773.0948065366
08063,08,-810983.6686028815,1632010.3997021671,-926835.2146614594,1927058.2546698512
08065,08,-1014580.11905388,1861593.6793538283,-803507.0667807424,1991904.3105952037
08067,08,-1059422.1162126395,1752816.4850260383,-987287.7875132246,1876785.6957618748
08069,08,-717781.2531318938,1821694.6228525564,-793416.2949222883,1918981.1243967772
08071,08,-854810.7761271067,1807198.5188975872,-1072099.5646562832,1680994.68198323
08073,08,-728844.0209463851,1938123.9991301056,-799616.732402336,1765022.1970123784
08075,08,-663088.1326609454,1661436.4728268937,-821741.0716340396,1956379.1038570546
08077,08,-542194.3867355117,1625473.1910085042,-762020.9836008676,1638314.2772203744
08079,08,-928636.9202887185,1728572.8961751808,-552229.5480246447,1968719.865295045
08081,08,-1040898.6014612627,2012592.8047405514,-964617.6428752337,1971235.8783921204
08083,08,-553787.0147964115,1994975.399956504,-677782.4733794439,1776936.3960474287
08085,08,-614755.284289854,1755153.7843563906,-670455.5558571499,1953976.9673785768
08087,08,-1109977.4809827637,1893393.6354943255,-938377.4013368986,2014200.9447745264
08089,08,-775872.5870142984,1769061.0420995816,-565485.8780718792,1801971.4905370418
08091,08,-588795.9315607839,1602607.1315772322,-676652.836952427,1920046.4947982205
08093,08,-1011840.6673272841,1713408.5810749116,-780837.8737936646,1700094.8097998202
08095,08,-860035.4250167401,1908209.6462167213,-614674.5392638228,2003183.3038047813
08097,08,-634870.2290922534,1816197.225741922,-668724.1190757148,1856992.927194295
08099,08,-805115.4727671784,1905779.078237058,-607976.89268915,1708618.795755719
08101,08,-701846.509011142,1908793.0459609786,-615153.1728759374,1980344.222720339
08103,08,-802735.1957519832,1922326.648915362,-851146.0125246535,1688156.53318011
08105,08,-803471.3427806351,1733616.0723298292,-751439.9793875847,1957329.8545913943
08107,08,-792657.0565198532,2025603.279971598,-714374.9553883823,1695776.860748185
08109,08,-827760.7720192106,1995608.281930754,-784503.5317738123,2000988.6748480238
08111,08,-753630.3242666675,1811127.5601874017,-1068987.9761507162,2013201.624254608
08113,08,-640740.4081613607,1624355.0138346276,-1092359.976544692,1792643.324976658
08115,08,-773707.5248600454,1990100.2909526685,-1098824.312341645,1650537.6889970438
08117,08,-834076.669411259,1991278.4271206283,-906763.2156169135,1891252.7813765793
08119,08,-560110.7034526392,1988927.4410615687,-891001.9053933995,1989244.4063923093
08121,08,-1064911.6902235486,1659428.2700438593,-578062.5745353783,2014164.003318339
08123,08,-539223.1330360628,2012826.4380255286,-920576.5628141748,1993107.3107582135
08125,08,-759404.3915613432,1917086.5904271633,-1086899.124340469,1967098.265867766
09001,09,1888126.4556581485,2259916.817037979,1870363.9298227138,2298545.8342248965
09003,09,1942181.9234148278,2294941.026904598,1865231.3954336874,2324536.9466210916
09005,09,1888827.0498777556,2315471.3725340795,1931057.4146806682,2276831.3157020877
09007,09,1940183.6318509546,2278691.963485419,1917906.1940460724,2265717.6233035587
09009,09,1890531.081645649,2299621.7940494632,1876657.4005271194,2307815.5101256077
09011,09,1931480.6896424834,2321586.7387406062,1908510.81957958,2304689.0482769776
09013,09,1870699.2585689123,2288769.4606663687,1885623.3293809819,2312976.0709943734
09015,09,1875443.8277333989,2296099.5521767726,1848325.0970013873,2256802.943236518
10001,10,1731277.910842842,1970214.3965704467,1726470.0717691786,1971739.9464423344
10003,10,1754762.2402910937,1960722.201054697,1755942.8999383925,1912485.3266093787
10005,10,1788816.0448060164,1914100.1214144519,1768435.9360323073,1953307.7643737257
11001,11,1620921.6299620138,1915574.7418946659,1619393.8639052275,1923998.3764047478
12001,12,1366411.8190440112,541751.4985160087,1037988.1158072299,901432.718146587
12003,12,1429983.7070779172,599948.2258401513,1113797.8575940742,903208.0230016874
12005,12,1530360.2205170132,414520.3431663731,1322983.68221949,812269.6445632607
12007,12,1347436.6762378756,821158.4228590553,1538878.276137549,625253.9235245408
12009,12,1020373.3491833024,881661.3503545405,1110678.3148302317,848798.9257306212
12011,12,1246971.5170903995,885137.7311277596,974878.3393171305,899569.0467547458
12013,12,864012.7664583114,856000.4848875265,1459940.806413659,651809.4131468814
12015,12,1377202.625889774,530812.0542386702,1438260.2947892272,745377.2167388978
12017,12,1461043.3445172696,716913.7960094465,1410817.8752068318,701521.4848052255
12019,12,1388671.0458634475,870272.3927240856,1394783.4128456705,563927.9483664742
12021,12,1392998.1775428131,854215.9973239908,1470458.4429359948,585084.9315032519
12023,12,987839.2712293038,904375.3465159789,905670.082194807,885214.1602344727
12027,12,1465355.3190126214,655295.5982162718,1440688.6999493958,457588.9341241581
12029,12,1492425.244270659,534376.4444952755,1113576.9776236152,888584.8633725045
12031,12,1426242.0257050204,576675.5608104446,1519952.482408384,552492.3677061066
12033,12,1315366.947771519,627601.014834275,1299675.7342259143,653710.5076355418
12035,12,1386866.240985442,694153.3194356689,1021069.7356413498,914524.0186751981
12037,12,1429071.0571908052,811068.3367975206,1551138.0780243287,582102.1338311075
12039,12,1014330.7212441774,878420.7568592723,871467.85955955,853878.4899695902
12041,12,1424570.074221645,488310.9445690786,1456487.5862803822,526149.965123989
12043,12,1103232.1410398479,877246.5975210647,1368585.8165009012,572056.9981150923
12045,12,1494637.1145290846,557207.7132504795,1471937.1955020097,612716.1744718994
12047,12,1232789.324158656,823227.4256698741,1336172.1197174522,590389.4768941668
12049,12,811108.1835277473,914449.3979667019,1321330.9647339787,553802.1556814066
12051,12,1414795.817227139,511177.07895985025,1262687.6738646745,803192.8042427102
12053,12,1246490.3882079227,669423.5239719737,1451665.6871503252,394168.9696064075
12055,12,1319654.4417079885,782575.0930144258,1236980.252763624,915101.0519821465
12057,12,1379876.5875095583,888109.7106182058,1566051.5863642078,388084.5368301895
12059,12,1517305.8797479353,567316.1253484833,1417540.1276560277,631022.9207789651
12061,12,1203889.8938353197,859856.7838922095,1403748.2384581428,794959.7620990052
12063,12,1320721.725774785,645719.9825316953,1487730.570912262,486873.6826998304
12065,12,1493618.8359491753,304877.33960542904,1243627.2835073392,870741.8125366706
12067,12,1415379.037904601,627137.371649859,1579206.8196097715,504967.6316204206
12069,12,1183314.4807497808,901089.4710416435,1287607.517101178,841271.8385954349
12071,12,1306493.112316662,916785.9447086931,1446400.054405813,602172.6720073076
12073,12,1312096.9308541839,663223.956842192,1258887.3024696242,772899.3739300421
12075,12,905208.7241062707,920312.9353904296,1522613.9483069286,390449.0604344622
12077,12,1098769.029677198,762570.5275101821,1214923.1889957117,852233.1068684895
12079,12,1354211.4071119577,867632.5635258035,1331804.9457593476,591804.1164588958
12081,12,1409366.8449984882,539591.5872863238,1359942.0619187756,577097.5740811662
12083,12,1095521.3476904903,793171.0031829571,1569878.1391659097,572482.4032545737
12085,12,1161248.785043382,849985.7488224759,996474.3737563363,837746.3469443105
12086,12,1345782.0115492952,832239.8915660401,1355306.6726865591,816500.0903652348
12087,12,1523891.2471112316,659191.2895422715,1231816.970570797,645788.768233647
12089,12,1157789.226604627,887332.5975663979,1270077.9366527125,873244.650887022
12091,12,1259645.028562936,622261.1862449094,1461412.5238403245,734675.542312689
12093,12,1301110.8300493313,746181.3528333434,1016705.1870201572,887796.023679919
12095,12,1022956.9555141425,876335.4694636049,1254039.5036658882,910779.5332883436
12097,12,1181927.9347598127,915170.2558872303,1004260.7629216542,868958.763573369
12099,12,1346202.5044345353,761766.1765855373,1307606.9666143963,866548.7699468591
12101,12,1381379.1015288993,499498.137585931,1482473.1730119442,370853.3635534092
12103,12,1326460.1035083854,540520.9041943259,1231271.9956894496,808014.2089193736
12105,12,1435026.635610699,578291.6253187513,1439806.8138197255,719934.4565115138
12107,12,1461964.121178946,620610.664386288,841843.5589665907,866254.3201410011
12109,12,1118922.6395470297,861978.1988504435,1310444.8063914762,703981.1938722753
12111,12,1520873.5202497514,422248.9004660555,1206387.5530346641,713001.2274755475
12113,12,1492654.2023974536,593583.3591365673,1179998.0798033196,873985.4619711874
12115,12,1251077.5161647284,887323.6815798315,1208609.2955200113,651663.9572312944
12117,12,1392983.8092424776,776745.187697756,1214336.5834741127,904981.4576829651
12119,12,1322207.4600018864,711559.9224142684,1218412.7266602055,848993.570372019
12121,12,1025396.6046122944,925356.0788052516,1453532.2481642994,636781.9857948788
12123,12,1221719.597362767,665166.4550523553,1379570.3910229453,563318.2350109343
12125,12,1374730.1705822311,813524.700051684,1297144.1572720618,609914.6206241669
